task_id,hostname,hash,native_id,process,tag,name,status,exit,module,container,cpus,time,disk,memory,attempt,submit,start,complete,duration,realtime,queue,%cpu,%mem,rss,vmem,peak_rss,peak_vmem,rchar,wchar,syscr,syscw,read_bytes,write_bytes,vol_ctxt,inv_ctxt,workdir,scratch,error_action,create_bash_wrapper_time,create_request_time,submit_to_scheduler_time,submit_to_k8s_time
61,hu-worker-c43,fb/63b10a,nf-fb63b10a4ced745efb9dd564a730524b,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_rhIFNb_10000_REP1,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_rhIFNb_10000_REP1),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1712919102845,1712919109000,1712919231000,128155,121000,-,200.4,0.4,1207357440,4913102848,1222791168,4939964416,2652428434,3690232,5147416,11339,0,4501504,6,2,/input/data/work/fb/63b10a4ced745efb9dd564a730524b,true,-,12,2,4,28
19,hu-worker-c43,f3/3ae23c,nf-f33ae23cfaf2d38bbb7c6036e1a998cb,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_mIFNa11_10000_REP2,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_mIFNa11_10000_REP2),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1712919102758,1712919108000,1712919235000,132242,126000,-,200.1,0.4,1094639616,4764860416,1094811648,4765847552,2677429205,3684421,5196248,11255,131072,4562944,6,1,/input/data/work/f3/3ae23cfaf2d38bbb7c6036e1a998cb,true,-,7,1,3,29
56,hu-worker-c43,82/ac8aaa,nf-82ac8aaa53d2adf87ce4f5670e35e656,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_rhIFNb_100000_REP1,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_rhIFNb_100000_REP1),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1712919103156,1712919108000,1712919235000,131844,126000,-,199.0,0.4,1094410240,4833021952,1094643712,4900134912,2761687600,3683678,5360813,11210,0,4550656,6,1,/input/data/work/82/ac8aaa53d2adf87ce4f5670e35e656,true,-,5,2,2,29
68,hu-worker-c40,c0/d50c8c,nf-c0d50c8c236a1dc09303ae5577c5011f,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_rhIFNb_100_REP2,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_rhIFNb_100_REP2),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1712919102797,1712919108000,1712919277000,174203,168000,-,200.9,0.4,1208934400,5049425920,1222074368,5054648320,2632363385,3688482,5108230,11311,180224,4648960,10,2,/input/data/work/c0/d50c8c236a1dc09303ae5577c5011f,true,-,5,2,3,28
18,hu-worker-c40,15/6f30c9,nf-156f30c9e9734e86d9e875f0bb4709bd,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_mIFNa11_10000_REP1,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_mIFNa11_10000_REP1),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1712919103201,1712919108000,1712919300000,196799,191000,-,201.1,0.4,1094279168,4833021952,1094393856,4900134912,2978871485,3686626,5784998,11296,0,4771840,10,0,/input/data/work/15/6f30c9e9734e86d9e875f0bb4709bd,true,-,7,1,5,29
8,hu-worker-c29,c0/7ef9c7,nf-c07ef9c72731cfb2458989d5bcb577d1,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,CONTROL_REP3,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (CONTROL_REP3),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1712919102656,1712919103000,1712919306000,203344,202000,-,202.1,0.4,1095733248,4971442176,1095733248,5036457984,2508433535,3693313,4866154,11227,180224,4702208,10,1,/input/data/work/c0/7ef9c72731cfb2458989d5bcb577d1,true,-,6,2,4,32
49,hu-worker-c29,db/52cc96,nf-db52cc96ae1e550cc3f75072a3040855,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_rhIFNa2b_100_REP2,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_rhIFNa2b_100_REP2),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1712919103274,1712919104000,1712919310000,206726,205000,-,201.2,0.4,1146855424,4840747008,1147297792,4907859968,2544322311,3679546,4936280,11251,0,4730880,5,14,/input/data/work/db/52cc96ae1e550cc3f75072a3040855,true,-,6,1,3,26
36,hu-worker-c29,bb/a81e46,nf-bba81e46a3fe5043154a92818da71378,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_mIFNa11_100_REP1,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_mIFNa11_100_REP1),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1712919103001,1712919103000,1712919316000,212999,212000,-,202.6,0.4,1087049728,4696698880,1087488000,4761714688,2627194739,3685674,5098140,11264,0,4796416,10,2,/input/data/work/bb/a81e46a3fe5043154a92818da71378,true,-,5,1,3,29
32,hu-worker-c40,b0/770998,nf-b077099819539b87a3b7426c5be72eab,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_mIFNa11_1000_REP2,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_mIFNa11_1000_REP2),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1712919103042,1712919108000,1712919327000,223958,218000,-,200.2,0.4,1193091072,4981264384,1196818432,5036457984,3411772220,3714179,6630517,11301,0,4902912,10,4,/input/data/work/b0/77099819539b87a3b7426c5be72eab,true,-,5,2,4,29
40,hu-worker-c23,ab/b07977,nf-abb0797786dcc1f16e86085574909ba9,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_mIFNa11_100_REP3,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_mIFNa11_100_REP3),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1712919104308,1712919213000,1712919328000,223692,114000,-,202.7,0.4,1094832128,4833021952,1095290880,4898037760,2256973157,3675334,4375047,11242,0,4489216,6,4,/input/data/work/ab/b0797786dcc1f16e86085574909ba9,true,-,8,3,3,22
46,hu-worker-c29,2a/73844e,nf-2a73844e647bba51c35df6521a053392,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_rhIFNa2b_1000_REP3,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_rhIFNa2b_1000_REP3),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1712919103398,1712919104000,1712919340000,236602,235000,-,201.8,0.4,1154564096,4911005696,1154564096,4912394240,2938869584,3692530,5706873,11315,0,4890624,5,2,/input/data/work/2a/73844e647bba51c35df6521a053392,true,-,6,1,3,23
16,hu-worker-c40,9b/762a03,nf-9b762a033b93b2a4e5bab75c9b5ffb0e,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_mIFNa11_100000_REP3,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_mIFNa11_100000_REP3),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1712919104479,1712919204000,1712919346000,241521,140000,-,202.6,0.4,1094320128,4901183488,1094803456,4902080512,2183676705,3676834,4231886,11236,0,4595712,6,2,/input/data/work/9b/762a033b93b2a4e5bab75c9b5ffb0e,true,-,7,2,6,31
48,hu-worker-c43,38/08e8b2,nf-3808e8b27a2fed6ef54aad3084e1286f,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_rhIFNa2b_100_REP1,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_rhIFNa2b_100_REP1),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1712919103730,1712919226000,1712919345000,241270,117000,-,199.2,0.4,1187282944,5117587456,1217290240,5180506112,2508431493,3694694,4866176,11353,0,4567040,6,2,/input/data/work/38/08e8b27a2fed6ef54aad3084e1286f,true,-,6,1,4,30
69,hu-worker-c29,f3/5f6ec8,nf-f35f6ec8b606592e4d1af053bbdabe0a,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_rhIFNb_100_REP3,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_rhIFNb_100_REP3),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1712919103117,1712919103000,1712919355000,251883,251000,-,201.1,0.4,1190723584,4981264384,1190723584,5044183040,3129589161,3711662,6079372,11349,0,4993024,5,2,/input/data/work/f3/5f6ec8b606592e4d1af053bbdabe0a,true,-,5,1,2,29
71,hu-worker-c43,75/9de7b2,nf-759de7b239e84d492d710f9711f35b1b,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_rhINFa2b_100000_REP2,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_rhINFa2b_100000_REP2),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1712919105519,1712919231000,1712919357000,251481,124000,-,199.5,0.4,1096052736,4833021952,1096052736,4900134912,2651859717,3695484,5146309,11262,0,4579328,6,2,/input/data/work/75/9de7b239e84d492d710f9711f35b1b,true,-,7,2,2,30
42,hu-worker-c43,ad/90b2ff,nf-ad90b2ffd2ce6d8a147b226403db78ac,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_rhIFNa2b_1000_REP1,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_rhIFNa2b_1000_REP1),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1712919104271,1712919234000,1712919360000,255729,125000,-,199.8,0.4,1091575808,4764860416,1092063232,4765790208,2711660684,3695987,5263113,11279,0,4648960,6,2,/input/data/work/ad/90b2ffd2ce6d8a147b226403db78ac,true,-,5,3,6,29
28,hu-worker-c23,e5/830854,nf-e5830854849a6d17b7185f21fdd14d87,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_mIFNa11_10000_REP3,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_mIFNa11_10000_REP3),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1712919103688,1712919231000,1712919363000,259312,131000,-,202.4,0.4,1095225344,4901183488,1095606272,4902113280,2518975401,3693323,4886776,11348,0,4526080,7,2,/input/data/work/e5/830854849a6d17b7185f21fdd14d87,true,-,6,1,3,26
64,hu-worker-c43,d2/b9fe06,nf-d2b9fe0608f72192b7d51afc9637e630,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_rhIFNb_1000_REP1,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_rhIFNb_1000_REP1),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1712919104432,1712919237000,1712919365000,260568,126000,-,199.2,0.5,1217748992,4913102848,1217748992,4918030336,2739939425,3707919,5318339,11294,0,4575232,6,2,/input/data/work/d2/b9fe0608f72192b7d51afc9637e630,true,-,8,1,4,24
38,hu-worker-c43,31/8cbaca,nf-318cbacab73305b4b52a3c2d3684ac5c,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_mIFNa11_100_REP2,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_mIFNa11_100_REP2),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1712919103542,1712919238000,1712919368000,264458,129000,-,200.4,0.4,1093697536,4901183488,1093836800,4902080512,2792756612,3701605,5421494,11246,0,4612096,6,2,/input/data/work/31/8cbacab73305b4b52a3c2d3684ac5c,true,-,6,1,3,27
10,hu-worker-c23,10/b56fc9,nf-10b56fc9ffe87b506f8ea72ae0fe49bc,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_mIFNa11_100000_REP1,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_mIFNa11_100000_REP1),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1712919103651,1712919232000,1712919372000,268349,139000,-,197.9,0.4,1196568576,5049425920,1218355200,5054558208,2589104478,3695788,5023748,11312,0,4612096,6,4,/input/data/work/10/b56fc9ffe87b506f8ea72ae0fe49bc,true,-,5,1,3,25
4,hu-worker-c40,66/d38bef,nf-66d38bef1a52c260a0b9c199ddec55e3,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,CONTROL_REP1,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (CONTROL_REP1),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1712919103436,1712919226000,1712919389000,285564,162000,-,201.8,0.4,1212776448,5049425920,1212776448,5054640128,2508432710,3693310,4866150,11353,0,4669440,6,3,/input/data/work/66/d38bef1a52c260a0b9c199ddec55e3,true,-,5,2,3,27
82,hu-worker-c43,e1/8338a0,nf-e18338a08abcf941aa6dd906b2d6f430,NFCORE_RNASEQ:RNASEQ:PREPARE_GENOME:MAKE_TRANSCRIPTS_FASTA,rsem/genome.fa,NFCORE_RNASEQ:RNASEQ:PREPARE_GENOME:MAKE_TRANSCRIPTS_FASTA (rsem/genome.fa),COMPLETED,0,-,quay.io/biocontainers/mulled-v2-cf0123ef83b3c38c13e3b0696a3f285d3f20f15b:64aad4a4e144878400649e71f42105311be7ed87-0,12,57600000,-,77309411328,1,1712919122739,1712919363000,1712919402000,279261,38000,-,99.4,0.4,1191583744,1522286592,1191583744,1522290688,4568154143,1562136149,522501,3509959,10600448,1562157056,153,1186,/input/data/work/e1/8338a08abcf941aa6dd906b2d6f430,true,-,5,1,4,26
73,hu-worker-c40,8d/00dd18,nf-8d00dd188b951f2c8c5ffbd2b76597cd,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_rhINFa2b_10000_REP1,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_rhINFa2b_10000_REP1),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1712919105391,1712919279000,1712919463000,357609,183000,-,201.5,0.5,1221648384,5049425920,1222189056,5053452288,2869678593,3703970,5571746,11247,0,4763648,6,2,/input/data/work/8d/00dd188b951f2c8c5ffbd2b76597cd,true,-,7,2,3,31
66,hu-worker-c40,02/1b3215,nf-021b321522e79d04d11d1e4aac816cd2,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_rhIFNb_1000_REP3,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_rhIFNb_1000_REP3),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1712919103811,1712919303000,1712919495000,391189,191000,-,201.5,0.4,1100267520,4903280640,1100685312,4903284736,3000428924,3704573,5827107,11288,0,4788224,5,5,/input/data/work/02/1b321522e79d04d11d1e4aac816cd2,true,-,6,1,3,27
62,hu-worker-c23,4a/37f91f,nf-4a37f91f8350a5a8ee4282d9b100d8ab,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_rhIFNb_10000_REP2,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_rhIFNb_10000_REP2),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1712919104227,1712919331000,1712919496000,391773,163000,-,201.5,0.4,1085050880,4764860416,1085341696,4765765632,3250248575,3709374,6315027,11328,0,4661248,6,4,/input/data/work/4a/37f91f8350a5a8ee4282d9b100d8ab,true,-,5,1,3,26
65,hu-worker-c43,16/bb4ef4,nf-16bb4ef44bdcf62ba740a9b1a85d8fac,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_rhIFNb_1000_REP2,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_rhIFNb_1000_REP2),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1712919103997,1712919347000,1712919515000,411003,167000,-,201.0,0.5,1218170880,5049425920,1225650176,5112344576,3133731511,3716164,6087466,11302,0,4767744,6,3,/input/data/work/16/bb4ef44bdcf62ba740a9b1a85d8fac,true,-,5,2,3,28
63,hu-worker-c40,a4/42f4fc,nf-a442f4fc7a9358d9e7de3726a3d0de38,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_rhIFNb_10000_REP3,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_rhIFNb_10000_REP3),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1712919103844,1712919330000,1712919556000,452156,225000,-,200.2,0.4,1189335040,5049425920,1196249088,5053779968,3551689620,3685709,6903786,11295,0,4960256,6,2,/input/data/work/a4/42f4fc7a9358d9e7de3726a3d0de38,true,-,5,2,2,22
