task_id,hostname,hash,native_id,process,tag,name,status,exit,module,container,cpus,time,disk,memory,attempt,submit,start,complete,duration,realtime,queue,%cpu,%mem,rss,vmem,peak_rss,peak_vmem,rchar,wchar,syscr,syscw,read_bytes,write_bytes,vol_ctxt,inv_ctxt,workdir,scratch,error_action,create_bash_wrapper_time,create_request_time,submit_to_scheduler_time,submit_to_k8s_time
14,hu-worker-c43,f9/b57587,nf-f9b575874e486d2a6977de4fed097dfb,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_mIFNa11_10000_REP1,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_mIFNa11_10000_REP1),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1713181653051,1713181655000,1713181801000,147949,145000,-,198.5,0.4,1179463680,5117587456,1199853568,5180506112,2978870428,3686627,5784996,11254,31354880,4624384,126,3,/input/data/work/f9/b575874e486d2a6977de4fed097dfb,true,-,5,1,4,27
20,hu-worker-c23,6d/9def71,nf-6d9def71b6bd70030834048f797831be,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_mIFNa11_1000_REP3,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_mIFNa11_1000_REP3),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1713181653245,1713181655000,1713181804000,150755,147000,-,200.4,0.4,1195814912,5049425920,1201512448,5106716672,3168603934,3693194,6155569,11309,4194304,4624384,9,6,/input/data/work/6d/9def71b6bd70030834048f797831be,true,-,6,2,4,28
31,hu-worker-c40,b3/af92bb,nf-b3af92bbc90cc72429270189c5d46358,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_rhIFNb_100000_REP2,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_rhIFNb_100000_REP2),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1713181652854,1713181659000,1713181812000,159146,152000,-,202.0,0.4,1188925440,5049425920,1199710208,5076287488,2401470451,3695699,4657267,11308,3608576,4657152,42,6,/input/data/work/b3/af92bbc90cc72429270189c5d46358,true,-,6,1,4,36
29,hu-worker-c40,68/cafad3,nf-68cafad3f437a3859ecc9a259b5280b0,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_rhIFNa2b_100_REP3,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_rhIFNa2b_100_REP3),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1713181653442,1713181659000,1713181820000,166558,160000,-,200.7,0.4,1140822016,4840747008,1141358592,4900134912,2507998271,3695796,4865332,11238,4194304,4677632,9,6,/input/data/work/68/cafad3f437a3859ecc9a259b5280b0,true,-,8,2,3,30
76,hu-worker-c23,ab/f01d5f,nf-abf01d5fb7daca1bfcdeea07159ffe0f,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_rhINFa2b_10000_REP3,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_rhINFa2b_10000_REP3),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1713181653693,1713181726000,1713181814000,160307,87000,-,200.1,0.4,1216323584,5049425920,1216405504,5054853120,1831956779,3672466,3544934,11183,0,4411392,7,3,/input/data/work/ab/f01d5fb7daca1bfcdeea07159ffe0f,true,-,5,1,4,27
41,hu-worker-c23,52/798140,nf-527981405850337a6dd49df49571c74a,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_rhIFNb_10000_REP3,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_rhIFNb_10000_REP3),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1713181653090,1713181655000,1713181822000,168910,166000,-,198.8,0.4,1214431232,5049425920,1223512064,5106716672,3551688891,3685710,6903784,11295,0,4767744,12,7,/input/data/work/52/7981405850337a6dd49df49571c74a,true,-,6,1,3,28
13,hu-worker-c29,94/45bb41,nf-9445bb419fd679909d594bcdeedde76c,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_mIFNa11_100000_REP3,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_mIFNa11_100000_REP3),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1713181653543,1713181654000,1713181828000,174457,173000,-,203.2,0.4,1216241664,5117587456,1218453504,5176975360,2183676775,3676837,4231886,11236,19636224,4624384,5,7,/input/data/work/94/45bb419fd679909d594bcdeedde76c,true,-,5,1,3,18
27,hu-worker-c29,da/647f0a,nf-da647f0a8fe88a36017baacc2ebcc9c1,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_rhIFNa2b_100_REP1,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_rhIFNa2b_100_REP1),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1713181653129,1713181653000,1713181858000,204871,204000,-,201.0,0.4,1193172992,5049425920,1210359808,5055451136,2508433156,3694697,4866181,11311,0,4771840,5,1,/input/data/work/da/647f0a8fe88a36017baacc2ebcc9c1,true,-,6,1,3,28
21,hu-worker-c29,1f/480a3d,nf-1f480a3d7d31e5741a13ea0cf7b13fed,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_mIFNa11_100_REP1,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_mIFNa11_100_REP1),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1713181652806,1713181653000,1713181863000,210194,209000,-,202.2,0.4,1164472320,5049425920,1164472320,5112344576,2627194495,3685674,5098140,11306,30883840,4808704,114,1,/input/data/work/1f/480a3d7d31e5741a13ea0cf7b13fed,true,-,6,2,5,34
36,hu-worker-c29,fb/73e0f5,nf-fb73e0f51070f6abd0e2a171a7eabb4b,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_rhIFNb_10000_REP1,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_rhIFNb_10000_REP1),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1713181652974,1713181653000,1713181864000,211026,210000,-,202.6,0.4,1144856576,4840747008,1144856576,4907859968,2652430097,3690234,5147421,11255,475136,4837376,5,0,/input/data/work/fb/73e0f51070f6abd0e2a171a7eabb4b,true,-,6,1,4,28
38,hu-worker-c40,5b/6abf07,nf-5b6abf07924478b849e09cff5a5a1974,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_rhIFNb_10000_REP2,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_rhIFNb_10000_REP2),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1713181653167,1713181659000,1713181870000,216833,210000,-,200.3,0.4,1195655168,4844941312,1200947200,4904329216,3250249929,3709375,6315032,11286,0,4902912,12,8,/input/data/work/5b/6abf07924478b849e09cff5a5a1974,true,-,5,2,3,27
30,hu-worker-c29,eb/aa7d6c,nf-ebaa7d6cfdb33cae09214b3420459dcd,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_rhIFNb_100000_REP1,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_rhIFNb_100000_REP1),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1713181653285,1713181654000,1713181876000,222715,221000,-,202.1,0.4,1092612096,4903280640,1093107712,4968296448,2761689265,3683680,5360817,11294,0,4898816,5,5,/input/data/work/eb/aa7d6cfdb33cae09214b3420459dcd,true,-,5,1,4,28
6,hu-worker-c23,48/9508bc,nf-489508bc2e6351f5daa15f575d8a572d,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,CONTROL_REP2,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (CONTROL_REP2),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1713181654208,1713181776000,1713181892000,237792,115000,-,201.1,0.4,1094733824,4764860416,1094733824,4765790208,2508431979,3693313,4866148,11353,0,4562944,6,2,/input/data/work/48/9508bc2e6351f5daa15f575d8a572d,true,-,6,1,4,26
17,hu-worker-c43,1e/786eb2,nf-1e786eb2905227fa439016823c4a192e,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_mIFNa11_10000_REP3,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_mIFNa11_10000_REP3),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1713181654516,1713181785000,1713181915000,260484,129000,-,201.1,0.4,1217277952,5122830336,1217277952,5122834432,2518974879,3693323,4886774,11264,0,4558848,6,3,/input/data/work/1e/786eb2905227fa439016823c4a192e,true,-,5,1,3,26
25,hu-worker-c23,59/9e8352,nf-599e835253c861b1a99da6b6e39e5520,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_rhIFNa2b_1000_REP2,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_rhIFNa2b_1000_REP2),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1713181653812,1713181803000,1713181923000,269188,119000,-,200.4,0.4,1096585216,4833021952,1096585216,4833026048,2559987571,3690876,4966865,11261,0,4562944,6,2,/input/data/work/59/9e835253c861b1a99da6b6e39e5520,true,-,7,1,4,27
28,hu-worker-c43,32/e1732c,nf-32e1732c2d0a3baf00ddbf52bfe19f8e,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_rhIFNa2b_100_REP2,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_rhIFNa2b_100_REP2),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1713181654170,1713181796000,1713181934000,279830,137000,-,199.9,0.5,1226137600,5185748992,1228738560,5190406144,2544321560,3679545,4936279,11251,0,4538368,6,2,/input/data/work/32/e1732c2d0a3baf00ddbf52bfe19f8e,true,-,5,2,3,26
15,hu-worker-c23,ca/3e710b,nf-ca3e710b8b71d417949173f9f81e5640,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_mIFNa11_10000_REP2,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_mIFNa11_10000_REP2),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1713181654549,1713181809000,1713181936000,281451,126000,-,200.0,0.4,1095569408,4764860416,1095569408,4764868608,2677429814,3684423,5196250,11255,0,4546560,6,23,/input/data/work/ca/3e710b8b71d417949173f9f81e5640,true,-,6,1,3,22
71,hu-worker-c43,70/b363c6,nf-70b363c6effcbbbbad6ea18f2001c975,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_rhINFa2b_100000_REP2,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_rhINFa2b_100000_REP2),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1713181653730,1713181803000,1713181944000,290270,140000,-,202.3,0.4,1094041600,4764860416,1094516736,4829876224,2651859744,3695485,5146310,11304,0,4583424,6,2,/input/data/work/70/b363c6effcbbbbad6ea18f2001c975,true,-,5,2,3,26
43,hu-worker-c23,1e/c9383a,nf-1ec9383abbbb26413856b79fe330362c,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_rhIFNb_1000_REP1,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_rhIFNb_1000_REP1),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1713181654257,1713181817000,1713181946000,291743,128000,-,199.2,0.4,1176944640,5049425920,1187622912,5112344576,2739940035,3707921,5318340,11294,0,4608000,6,2,/input/data/work/1e/c9383abbbb26413856b79fe330362c,true,-,20,2,4,21
8,hu-worker-c40,6a/10f004,nf-6a10f004e754f4ce9ce5a515844f1e81,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,CONTROL_REP3,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (CONTROL_REP3),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1713181654295,1713181786000,1713181949000,294705,162000,-,200.7,0.4,1200087040,5049425920,1201156096,5054689280,2508432506,3693313,4866149,11311,0,4673536,6,2,/input/data/work/6a/10f004e754f4ce9ce5a515844f1e81,true,-,4,1,3,29
26,hu-worker-c23,d9/e26bbb,nf-d9e26bbb05a4dc01cb1f6842310d3a8b,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_rhIFNa2b_1000_REP3,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_rhIFNa2b_1000_REP3),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1713181653770,1713181825000,1713181962000,308230,136000,-,200.8,0.5,1227206656,5049425920,1227620352,5054844928,2938868539,3692530,5706869,11273,0,4579328,6,2,/input/data/work/d9/e26bbb05a4dc01cb1f6842310d3a8b,true,-,6,2,3,28
51,hu-worker-c40,c9/7544e6,nf-c97544e63d0830812c0a8e4d73b2a643,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_rhIFNb_100_REP2,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_rhIFNb_100_REP2),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1713181654047,1713181809000,1713181977000,322953,167000,-,201.6,0.4,1204744192,5049425920,1211146240,5054087168,2632363439,3688484,5108230,11311,0,4698112,6,2,/input/data/work/c9/7544e63d0830812c0a8e4d73b2a643,true,-,6,1,5,32
82,hu-worker-c23,2d/7b8b50,nf-2d7b8b50443a61f61d5a333b2fe82122,NFCORE_RNASEQ:RNASEQ:PREPARE_GENOME:MAKE_TRANSCRIPTS_FASTA,rsem/genome.fa,NFCORE_RNASEQ:RNASEQ:PREPARE_GENOME:MAKE_TRANSCRIPTS_FASTA (rsem/genome.fa),COMPLETED,0,-,quay.io/biocontainers/mulled-v2-cf0123ef83b3c38c13e3b0696a3f285d3f20f15b:64aad4a4e144878400649e71f42105311be7ed87-0,12,57600000,-,77309411328,1,1713181667776,1713181938000,1713181976000,308224,37000,-,99.9,0.4,1191428096,1522302976,1191428096,1522307072,4568154761,1562136151,522502,3509959,10620928,1562157056,120,1107,/input/data/work/2d/7b8b50443a61f61d5a333b2fe82122,true,-,4,2,3,25
24,hu-worker-c40,7f/8b9987,nf-7f8b9987bce55ed15d20c72df41dbf33,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_rhIFNa2b_1000_REP1,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_rhIFNa2b_1000_REP1),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1713181653617,1713181815000,1713181991000,337383,174000,-,202.5,0.4,1102614528,4835119104,1102614528,4835123200,2711662333,3695989,5263119,11279,0,4755456,6,2,/input/data/work/7f/8b9987bce55ed15d20c72df41dbf33,true,-,7,2,3,24
74,hu-worker-c40,75/b081b2,nf-75b081b2791a328f8f5b6ea1a35c8a3d,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_rhINFa2b_10000_REP1,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_rhINFa2b_10000_REP1),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1713181655684,1713181823000,1713182005000,349316,180000,-,200.9,0.4,1141166080,4910104576,1141166080,4939964416,2869678392,3703971,5571745,11331,0,4792320,6,2,/input/data/work/75/b081b2791a328f8f5b6ea1a35c8a3d,true,-,6,2,10,27
47,hu-worker-c29,74/d03fd7,nf-74d03fd79f11221f1f940d3af15d6a75,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_rhIFNb_1000_REP3,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_rhIFNb_1000_REP3),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1713181653580,1713181830000,1713182072000,418420,241000,-,201.4,0.4,1136214016,5045231616,1136750592,5045235712,3000429251,3704575,5827110,11330,0,4939776,5,1,/input/data/work/74/d03fd79f11221f1f940d3af15d6a75,true,-,5,1,3,27
46,hu-worker-c40,a8/9ba603,nf-a89ba60335f4a6026c716810c1e72795,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_rhIFNb_1000_REP2,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_rhIFNb_1000_REP2),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1713181654133,1713181883000,1713182085000,430867,200000,-,200.5,0.4,1109377024,4974972928,1109778432,5038555136,3133732134,3716166,6087467,11302,0,4853760,6,3,/input/data/work/a8/9ba60335f4a6026c716810c1e72795,true,-,5,1,6,29
